stature,weightkg,SizeShirt,SizePants
170,78,L/XL,S/M
180,84,L/XL,S/M
171,54,S/M,XXS/XS
187,109,XL/XXL,M/L
177,66,M/L,XS/S
180,107,XL/XXL,M/L
182,114,XXL/XXXL,L/XL
157,54,XS/S,XXS
167,85,L/XL,S/M
185,97,XL/XXL,M/L
177,87,L/XL,S/M
182,69,M/L,XS/S
184,94,L/XL,S/M
173,62,S/M,XXS/XS
173,94,L/XL,S/M
169,73,M/L,XS/S
178,80,L/XL,S/M
175,104,XL/XXL,M/L
173,106,XL/XXL,M/L
170,82,L/XL,S/M
175,71,M/L,XS/S
176,90,L/XL,S/M
180,87,L/XL,S/M
174,112,XXL/XXXL,L/XL
182,106,XL/XXL,M/L
180,67,M/L,XS/S
177,89,L/XL,S/M
179,78,L/XL,S/M
173,71,M/L,XS/S
174,77,L/XL,S/M
167,74,M/L,XS/S
164,69,M/L,XS/S
186,80,L/XL,S/M
177,77,L/XL,S/M
192,92,XXL/XXXL,L/XL
177,88,L/XL,S/M
181,75,M/L,XS/S
171,93,L/XL,S/M
174,92,L/XL,S/M
174,88,L/XL,S/M
178,66,M/L,XS/S
176,91,L/XL,S/M
170,80,L/XL,S/M
172,62,S/M,XXS/XS
176,79,L/XL,S/M
163,63,S/M,XXS/XS
171,60,S/M,XXS/XS
183,121,XXL/XXXL,XL/XXL
170,85,L/XL,S/M
177,74,M/L,XS/S
184,111,XXL/XXXL,L/XL
180,91,L/XL,S/M
180,107,XL/XXL,M/L
168,71,M/L,XS/S
183,90,L/XL,S/M
172,82,L/XL,S/M
180,86,L/XL,S/M
186,86,L/XL,S/M
172,77,L/XL,S/M
181,80,L/XL,S/M
166,72,M/L,XS/S
170,66,M/L,XS/S
168,68,M/L,XS/S
185,107,XL/XXL,M/L
162,74,M/L,XS/S
185,79,L/XL,S/M
175,105,XL/XXL,M/L
175,66,M/L,XS/S
173,90,L/XL,S/M
173,58,S/M,XXS/XS
163,68,M/L,XS/S
177,109,XL/XXL,M/L
160,57,S/M,XXS/XS
165,92,L/XL,S/M
189,81,XL/XXL,M/L
183,91,L/XL,S/M
171,85,L/XL,S/M
169,92,L/XL,S/M
191,144,XXL/XXXL,XL/XXL
181,73,M/L,XS/S
179,106,XL/XXL,M/L
178,104,XL/XXL,M/L
172,66,M/L,XS/S
168,62,S/M,XXS/XS
186,102,XL/XXL,M/L
176,69,M/L,XS/S
195,93,XXL/XXXL,L/XL
175,79,L/XL,S/M
176,89,L/XL,S/M
185,72,L/XL,S/M
166,69,M/L,XS/S
185,114,XXL/XXXL,L/XL
178,99,XL/XXL,M/L
171,88,L/XL,S/M
175,89,L/XL,S/M
165,84,L/XL,S/M
168,80,L/XL,S/M
168,76,L/XL,S/M
167,91,L/XL,S/M
181,67,M/L,XS/S
178,85,L/XL,S/M
167,68,M/L,XS/S
176,88,L/XL,S/M
173,70,M/L,XS/S
170,74,M/L,XS/S
181,98,XL/XXL,M/L
182,90,L/XL,S/M
181,85,L/XL,S/M
177,85,L/XL,S/M
174,68,M/L,XS/S
178,106,XL/XXL,M/L
171,104,XL/XXL,M/L
176,96,XL/XXL,M/L
173,90,L/XL,S/M
181,93,L/XL,S/M
183,92,L/XL,S/M
166,87,L/XL,S/M
178,76,L/XL,S/M
175,89,L/XL,S/M
177,96,XL/XXL,M/L
174,94,L/XL,S/M
184,66,L/XL,S/M
178,75,M/L,XS/S
173,93,L/XL,S/M
189,95,XL/XXL,M/L
165,82,L/XL,S/M
176,105,XL/XXL,M/L
183,74,L/XL,S/M
171,84,L/XL,S/M
165,84,L/XL,S/M
183,92,L/XL,S/M
181,92,L/XL,S/M
172,75,M/L,XS/S
164,73,M/L,XS/S
172,81,L/XL,S/M
176,87,L/XL,S/M
178,77,L/XL,S/M
171,86,L/XL,S/M
183,85,L/XL,S/M
175,96,XL/XXL,M/L
175,81,L/XL,S/M
168,85,L/XL,S/M
180,87,L/XL,S/M
176,88,L/XL,S/M
174,71,M/L,XS/S
176,83,L/XL,S/M
170,74,M/L,XS/S
184,83,L/XL,S/M
185,115,XXL/XXXL,L/XL
175,79,L/XL,S/M
185,86,L/XL,S/M
176,75,M/L,XS/S
175,82,L/XL,S/M
176,83,L/XL,S/M
180,93,L/XL,S/M
176,87,L/XL,S/M
175,81,L/XL,S/M
183,106,XL/XXL,M/L
172,73,M/L,XS/S
171,81,L/XL,S/M
171,90,L/XL,S/M
181,87,L/XL,S/M
178,90,L/XL,S/M
166,66,M/L,XS/S
175,74,M/L,XS/S
197,109,XXL/XXXL,L/XL
169,66,M/L,XS/S
181,99,XL/XXL,M/L
166,76,L/XL,S/M
156,61,S/M,XXS/XS
168,79,L/XL,S/M
177,98,XL/XXL,M/L
180,77,L/XL,S/M
178,87,L/XL,S/M
175,92,L/XL,S/M
172,80,L/XL,S/M
176,88,L/XL,S/M
185,83,L/XL,S/M
181,81,L/XL,S/M
177,93,L/XL,S/M
173,61,S/M,XXS/XS
170,77,L/XL,S/M
180,90,L/XL,S/M
175,66,M/L,XS/S
177,109,XL/XXL,M/L
175,95,L/XL,S/M
178,87,L/XL,S/M
176,99,XL/XXL,M/L
176,60,S/M,XXS/XS
168,79,L/XL,S/M
185,79,L/XL,S/M
176,77,L/XL,S/M
179,92,L/XL,S/M
167,80,L/XL,S/M
173,96,XL/XXL,M/L
173,77,L/XL,S/M
157,56,S/M,XXS/XS
170,72,M/L,XS/S
186,103,XL/XXL,M/L
182,71,M/L,XS/S
181,94,L/XL,S/M
185,102,XL/XXL,M/L
180,93,L/XL,S/M
193,100,XXL/XXXL,L/XL
177,68,M/L,XS/S
180,94,L/XL,S/M
167,69,M/L,XS/S
194,112,XXL/XXXL,L/XL
184,93,L/XL,S/M
176,93,L/XL,S/M
187,97,XL/XXL,M/L
172,91,L/XL,S/M
176,85,L/XL,S/M
167,54,XS/S,XXS
176,94,L/XL,S/M
172,85,L/XL,S/M
171,91,L/XL,S/M
178,83,L/XL,S/M
165,89,L/XL,S/M
180,98,XL/XXL,M/L
174,80,L/XL,S/M
171,94,L/XL,S/M
180,100,XL/XXL,M/L
171,89,L/XL,S/M
179,64,M/L,XS/S
173,62,S/M,XXS/XS
161,76,L/XL,S/M
174,62,S/M,XXS/XS
181,85,L/XL,S/M
174,85,L/XL,S/M
174,88,L/XL,S/M
166,76,L/XL,S/M
157,62,S/M,XXS/XS
170,75,M/L,XS/S
164,81,L/XL,S/M
182,95,L/XL,S/M
180,76,L/XL,S/M
181,82,L/XL,S/M
171,82,L/XL,S/M
180,110,XL/XXL,M/L
181,77,L/XL,S/M
164,80,L/XL,S/M
185,109,XL/XXL,M/L
176,105,XL/XXL,M/L
174,104,XL/XXL,M/L
173,84,L/XL,S/M
187,122,XXL/XXXL,XL/XXL
187,100,XL/XXL,M/L
178,83,L/XL,S/M
176,69,M/L,XS/S
179,100,XL/XXL,M/L
178,94,L/XL,S/M
170,83,L/XL,S/M
176,114,XXL/XXXL,L/XL
183,83,L/XL,S/M
163,94,L/XL,S/M
180,86,L/XL,S/M
173,93,L/XL,S/M
175,96,XL/XXL,M/L
174,100,XL/XXL,M/L
170,92,L/XL,S/M
173,102,XL/XXL,M/L
164,94,L/XL,S/M
176,95,L/XL,S/M
183,113,XXL/XXXL,L/XL
162,73,M/L,XS/S
174,74,M/L,XS/S
172,76,L/XL,S/M
180,84,L/XL,S/M
181,88,L/XL,S/M
187,72,XL/XXL,M/L
186,82,L/XL,S/M
180,82,L/XL,S/M
179,91,L/XL,S/M
180,106,XL/XXL,M/L
184,80,L/XL,S/M
199,94,XXL/XXXL,L/XL
184,95,L/XL,S/M
169,71,M/L,XS/S
167,57,S/M,XXS/XS
187,80,XL/XXL,M/L
173,77,L/XL,S/M
178,93,L/XL,S/M
167,96,XL/XXL,M/L
172,82,L/XL,S/M
186,88,L/XL,S/M
184,95,L/XL,S/M
177,59,S/M,XXS/XS
166,79,L/XL,S/M
178,68,M/L,XS/S
177,86,L/XL,S/M
176,80,L/XL,S/M
173,72,M/L,XS/S
189,102,XL/XXL,M/L
192,101,XXL/XXXL,L/XL
179,83,L/XL,S/M
173,78,L/XL,S/M
178,106,XL/XXL,M/L
180,80,L/XL,S/M
163,79,L/XL,S/M
178,60,S/M,XXS/XS
168,65,S/M,XXS/XS
169,74,M/L,XS/S
170,68,M/L,XS/S
173,83,L/XL,S/M
186,102,XL/XXL,M/L
169,82,L/XL,S/M
179,89,L/XL,S/M
176,94,L/XL,S/M
162,70,M/L,XS/S
186,122,XXL/XXXL,XL/XXL
189,95,XL/XXL,M/L
164,72,M/L,XS/S
178,100,XL/XXL,M/L
180,88,L/XL,S/M
184,110,XL/XXL,M/L
167,70,M/L,XS/S
177,86,L/XL,S/M
166,78,L/XL,S/M
176,79,L/XL,S/M
175,78,L/XL,S/M
169,53,XS/S,XXS
176,67,M/L,XS/S
167,84,L/XL,S/M
179,90,L/XL,S/M
164,75,M/L,XS/S
185,62,L/XL,S/M
170,55,S/M,XXS/XS
181,96,XL/XXL,M/L
168,75,M/L,XS/S
175,93,L/XL,S/M
189,105,XL/XXL,M/L
173,63,S/M,XXS/XS
168,70,M/L,XS/S
190,123,XXL/XXXL,XL/XXL
183,71,L/XL,S/M
166,85,L/XL,S/M
182,93,L/XL,S/M
180,80,L/XL,S/M
174,84,L/XL,S/M
177,68,M/L,XS/S
167,82,L/XL,S/M
172,92,L/XL,S/M
168,80,L/XL,S/M
185,81,L/XL,S/M
186,87,L/XL,S/M
179,79,L/XL,S/M
184,99,XL/XXL,M/L
181,82,L/XL,S/M
195,110,XXL/XXXL,L/XL
175,103,XL/XXL,M/L
171,78,L/XL,S/M
171,71,M/L,XS/S
167,87,L/XL,S/M
173,79,L/XL,S/M
178,80,L/XL,S/M
169,89,L/XL,S/M
172,72,M/L,XS/S
165,91,L/XL,S/M
169,78,L/XL,S/M
179,87,L/XL,S/M
174,89,L/XL,S/M
176,88,L/XL,S/M
184,100,XL/XXL,M/L
179,107,XL/XXL,M/L
167,77,L/XL,S/M
174,77,L/XL,S/M
175,67,M/L,XS/S
167,51,XS/S,XXS
176,88,L/XL,S/M
166,64,S/M,XXS/XS
185,94,L/XL,S/M
167,71,M/L,XS/S
169,74,M/L,XS/S
180,80,L/XL,S/M
179,74,M/L,XS/S
171,61,S/M,XXS/XS
167,65,S/M,XXS/XS
174,82,L/XL,S/M
176,75,M/L,XS/S
180,85,L/XL,S/M
177,93,L/XL,S/M
164,76,L/XL,S/M
171,72,M/L,XS/S
168,70,M/L,XS/S
172,78,L/XL,S/M
167,99,XL/XXL,M/L
183,93,L/XL,S/M
173,65,S/M,XXS/XS
180,84,L/XL,S/M
172,80,L/XL,S/M
169,95,L/XL,S/M
180,83,L/XL,S/M
182,91,L/XL,S/M
176,108,XL/XXL,M/L
181,92,L/XL,S/M
178,104,XL/XXL,M/L
180,62,M/L,XS/S
172,80,L/XL,S/M
174,86,L/XL,S/M
187,94,XL/XXL,M/L
169,67,M/L,XS/S
176,74,M/L,XS/S
179,101,XL/XXL,M/L
173,85,L/XL,S/M
169,78,L/XL,S/M
178,100,XL/XXL,M/L
182,68,M/L,XS/S
182,87,L/XL,S/M
174,85,L/XL,S/M
180,90,L/XL,S/M
176,95,L/XL,S/M
168,75,M/L,XS/S
166,81,L/XL,S/M
166,59,S/M,XXS/XS
166,73,M/L,XS/S
172,80,L/XL,S/M
177,76,L/XL,S/M
172,66,M/L,XS/S
178,96,XL/XXL,M/L
189,79,XL/XXL,M/L
179,70,M/L,XS/S
176,107,XL/XXL,M/L
183,95,L/XL,S/M
164,95,L/XL,S/M
168,98,XL/XXL,M/L
182,67,M/L,XS/S
179,79,L/XL,S/M
170,91,L/XL,S/M
175,87,L/XL,S/M
179,78,L/XL,S/M
185,84,L/XL,S/M
167,60,S/M,XXS/XS
174,88,L/XL,S/M
180,94,L/XL,S/M
162,70,M/L,XS/S
175,86,L/XL,S/M
174,74,M/L,XS/S
171,94,L/XL,S/M
169,88,L/XL,S/M
188,95,XL/XXL,M/L
175,60,S/M,XXS/XS
173,115,XXL/XXXL,L/XL
178,94,L/XL,S/M
171,72,M/L,XS/S
170,75,M/L,XS/S
165,66,M/L,XS/S
183,106,XL/XXL,M/L
165,108,XL/XXL,M/L
172,71,M/L,XS/S
173,99,XL/XXL,M/L
174,91,L/XL,S/M
164,94,L/XL,S/M
170,76,L/XL,S/M
163,95,L/XL,S/M
165,77,L/XL,S/M
177,84,L/XL,S/M
177,91,L/XL,S/M
177,100,XL/XXL,M/L
170,82,L/XL,S/M
178,74,M/L,XS/S
188,110,XL/XXL,M/L
168,77,L/XL,S/M
190,127,XXL/XXXL,XL/XXL
178,84,L/XL,S/M
171,79,L/XL,S/M
176,84,L/XL,S/M
171,83,L/XL,S/M
172,88,L/XL,S/M
179,88,L/XL,S/M
173,106,XL/XXL,M/L
174,90,L/XL,S/M
175,69,M/L,XS/S
183,100,XL/XXL,M/L
172,81,L/XL,S/M
179,96,XL/XXL,M/L
173,72,M/L,XS/S
166,65,S/M,XXS/XS
181,105,XL/XXL,M/L
177,95,L/XL,S/M
178,113,XXL/XXXL,L/XL
179,88,L/XL,S/M
185,83,L/XL,S/M
172,83,L/XL,S/M
170,86,L/XL,S/M
174,73,M/L,XS/S
175,76,L/XL,S/M
180,77,L/XL,S/M
174,93,L/XL,S/M
170,69,M/L,XS/S
198,101,XXL/XXXL,L/XL
174,81,L/XL,S/M
181,100,XL/XXL,M/L
171,60,S/M,XXS/XS
179,77,L/XL,S/M
168,65,S/M,XXS/XS
176,112,XXL/XXXL,L/XL
169,90,L/XL,S/M
176,81,L/XL,S/M
172,67,M/L,XS/S
184,72,L/XL,S/M
173,82,L/XL,S/M
175,93,L/XL,S/M
180,93,L/XL,S/M
180,87,L/XL,S/M
180,95,L/XL,S/M
176,75,M/L,XS/S
189,78,XL/XXL,M/L
169,92,L/XL,S/M
178,130,XXL/XXXL,XL/XXL
190,82,XL/XXL,M/L
177,109,XL/XXL,M/L
186,95,L/XL,S/M
168,63,S/M,XXS/XS
179,97,XL/XXL,M/L
168,76,L/XL,S/M
180,92,L/XL,S/M
175,108,XL/XXL,M/L
170,56,S/M,XXS/XS
174,87,L/XL,S/M
167,63,S/M,XXS/XS
162,82,L/XL,S/M
175,103,XL/XXL,M/L
177,77,L/XL,S/M
172,88,L/XL,S/M
168,105,XL/XXL,M/L
177,98,XL/XXL,M/L
193,68,XXL/XXXL,L/XL
179,85,L/XL,S/M
165,98,XL/XXL,M/L
158,68,M/L,XS/S
180,112,XXL/XXXL,L/XL
192,93,XXL/XXXL,L/XL
174,99,XL/XXL,M/L
171,105,XL/XXL,M/L
169,66,M/L,XS/S
172,75,M/L,XS/S
170,109,XL/XXL,M/L
175,67,M/L,XS/S
171,75,M/L,XS/S
181,99,XL/XXL,M/L
192,98,XXL/XXXL,L/XL
185,111,XXL/XXXL,L/XL
180,72,M/L,XS/S
166,98,XL/XXL,M/L
183,86,L/XL,S/M
181,123,XXL/XXXL,XL/XXL
170,63,S/M,XXS/XS
180,96,XL/XXL,M/L
172,77,L/XL,S/M
167,68,M/L,XS/S
177,87,L/XL,S/M
182,102,XL/XXL,M/L
176,93,L/XL,S/M
168,78,L/XL,S/M
173,91,L/XL,S/M
166,87,L/XL,S/M
167,63,S/M,XXS/XS
180,93,L/XL,S/M
184,72,L/XL,S/M
177,84,L/XL,S/M
177,87,L/XL,S/M
174,96,XL/XXL,M/L
178,99,XL/XXL,M/L
182,100,XL/XXL,M/L
169,87,L/XL,S/M
185,113,XXL/XXXL,L/XL
176,74,M/L,XS/S
163,64,S/M,XXS/XS
181,101,XL/XXL,M/L
166,68,M/L,XS/S
190,89,XL/XXL,M/L
172,82,L/XL,S/M
183,79,L/XL,S/M
184,116,XXL/XXXL,L/XL
169,94,L/XL,S/M
193,113,XXL/XXXL,L/XL
180,109,XL/XXL,M/L
165,68,M/L,XS/S
176,105,XL/XXL,M/L
181,76,L/XL,S/M
174,92,L/XL,S/M
171,82,L/XL,S/M
168,87,L/XL,S/M
184,82,L/XL,S/M
168,76,L/XL,S/M
186,89,L/XL,S/M
173,79,L/XL,S/M
165,67,M/L,XS/S
175,85,L/XL,S/M
176,75,M/L,XS/S
174,78,L/XL,S/M
176,75,M/L,XS/S
165,70,M/L,XS/S
168,59,S/M,XXS/XS
165,86,L/XL,S/M
158,55,XS/S,XXS
175,72,M/L,XS/S
178,90,L/XL,S/M
180,69,M/L,XS/S
169,95,L/XL,S/M
177,69,M/L,XS/S
179,84,L/XL,S/M
181,79,L/XL,S/M
175,70,M/L,XS/S
170,79,L/XL,S/M
175,88,L/XL,S/M
180,87,L/XL,S/M
173,87,L/XL,S/M
178,81,L/XL,S/M
177,87,L/XL,S/M
177,77,L/XL,S/M
158,65,S/M,XXS/XS
168,87,L/XL,S/M
167,70,M/L,XS/S
167,78,L/XL,S/M
169,87,L/XL,S/M
159,70,M/L,XS/S
173,82,L/XL,S/M
169,81,L/XL,S/M
170,87,L/XL,S/M
188,78,XL/XXL,M/L
170,74,M/L,XS/S
184,79,L/XL,S/M
190,94,XL/XXL,M/L
186,86,L/XL,S/M
178,88,L/XL,S/M
188,97,XL/XXL,M/L
168,93,L/XL,S/M
172,104,XL/XXL,M/L
171,76,L/XL,S/M
176,110,XL/XXL,M/L
172,99,XL/XXL,M/L
172,83,L/XL,S/M
165,68,M/L,XS/S
174,88,L/XL,S/M
171,86,L/XL,S/M
177,103,XL/XXL,M/L
173,79,L/XL,S/M
179,65,M/L,XS/S
173,83,L/XL,S/M
178,99,XL/XXL,M/L
162,96,XL/XXL,M/L
172,84,L/XL,S/M
175,73,M/L,XS/S
180,84,L/XL,S/M
177,98,XL/XXL,M/L
167,77,L/XL,S/M
177,85,L/XL,S/M
170,111,XXL/XXXL,L/XL
174,82,L/XL,S/M
182,96,XL/XXL,M/L
169,66,M/L,XS/S
168,86,L/XL,S/M
182,93,L/XL,S/M
177,112,XXL/XXXL,L/XL
175,95,L/XL,S/M
168,77,L/XL,S/M
164,72,M/L,XS/S
173,91,L/XL,S/M
175,107,XL/XXL,M/L
178,102,XL/XXL,M/L
168,79,L/XL,S/M
174,83,L/XL,S/M
178,88,L/XL,S/M
169,89,L/XL,S/M
187,99,XL/XXL,M/L
184,116,XXL/XXXL,L/XL
163,76,L/XL,S/M
183,117,XXL/XXXL,L/XL
191,108,XXL/XXXL,L/XL
177,132,XXL/XXXL,XL/XXL
182,95,L/XL,S/M
173,87,L/XL,S/M
166,82,L/XL,S/M
171,87,L/XL,S/M
181,95,L/XL,S/M
176,83,L/XL,S/M
163,67,M/L,XS/S
174,93,L/XL,S/M
174,91,L/XL,S/M
175,94,L/XL,S/M
187,96,XL/XXL,M/L
175,72,M/L,XS/S
170,66,M/L,XS/S
168,70,M/L,XS/S
171,76,L/XL,S/M
182,78,L/XL,S/M
170,120,XXL/XXXL,L/XL
184,110,XL/XXL,M/L
172,78,L/XL,S/M
169,76,L/XL,S/M
169,72,M/L,XS/S
178,82,L/XL,S/M
178,79,L/XL,S/M
171,77,L/XL,S/M
175,79,L/XL,S/M
174,68,M/L,XS/S
178,109,XL/XXL,M/L
173,85,L/XL,S/M
169,82,L/XL,S/M
187,116,XXL/XXXL,L/XL
177,77,L/XL,S/M
182,98,XL/XXL,M/L
175,84,L/XL,S/M
179,85,L/XL,S/M
167,73,M/L,XS/S
168,77,L/XL,S/M
176,75,M/L,XS/S
171,96,XL/XXL,M/L
175,86,L/XL,S/M
168,92,L/XL,S/M
180,83,L/XL,S/M
186,136,XXL/XXXL,XL/XXL
170,86,L/XL,S/M
178,78,L/XL,S/M
171,105,XL/XXL,M/L
166,69,M/L,XS/S
167,68,M/L,XS/S
170,58,S/M,XXS/XS
163,71,M/L,XS/S
169,74,M/L,XS/S
174,99,XL/XXL,M/L
168,84,L/XL,S/M
188,128,XXL/XXXL,XL/XXL
169,83,L/XL,S/M
184,88,L/XL,S/M
169,89,L/XL,S/M
181,86,L/XL,S/M
181,97,XL/XXL,M/L
172,86,L/XL,S/M
172,69,M/L,XS/S
180,88,L/XL,S/M
178,75,M/L,XS/S
169,70,M/L,XS/S
174,74,M/L,XS/S
177,92,L/XL,S/M
180,90,L/XL,S/M
189,90,XL/XXL,M/L
166,56,S/M,XXS/XS
180,133,XXL/XXXL,XL/XXL
179,87,L/XL,S/M
170,83,L/XL,S/M
180,76,L/XL,S/M
176,80,L/XL,S/M
187,112,XXL/XXXL,L/XL
168,67,M/L,XS/S
167,100,XL/XXL,M/L
168,78,L/XL,S/M
171,70,M/L,XS/S
188,79,XL/XXL,M/L
172,68,M/L,XS/S
176,74,M/L,XS/S
168,74,M/L,XS/S
173,94,L/XL,S/M
170,79,L/XL,S/M
178,87,L/XL,S/M
178,79,L/XL,S/M
177,90,L/XL,S/M
181,94,L/XL,S/M
167,93,L/XL,S/M
173,87,L/XL,S/M
160,57,S/M,XXS/XS
173,107,XL/XXL,M/L
171,79,L/XL,S/M
166,78,L/XL,S/M
181,91,L/XL,S/M
182,116,XXL/XXXL,L/XL
180,110,XL/XXL,M/L
175,96,XL/XXL,M/L
168,95,L/XL,S/M
180,105,XL/XXL,M/L
182,98,XL/XXL,M/L
175,96,XL/XXL,M/L
178,95,L/XL,S/M
178,76,L/XL,S/M
168,84,L/XL,S/M
171,95,L/XL,S/M
167,80,L/XL,S/M
167,84,L/XL,S/M
175,84,L/XL,S/M
170,84,L/XL,S/M
185,87,L/XL,S/M
167,64,S/M,XXS/XS
190,94,XL/XXL,M/L
182,92,L/XL,S/M
179,97,XL/XXL,M/L
181,81,L/XL,S/M
179,80,L/XL,S/M
172,66,M/L,XS/S
171,84,L/XL,S/M
177,92,L/XL,S/M
186,88,L/XL,S/M
166,79,L/XL,S/M
175,110,XL/XXL,M/L
176,82,L/XL,S/M
172,88,L/XL,S/M
162,82,L/XL,S/M
173,107,XL/XXL,M/L
186,75,L/XL,S/M
183,100,XL/XXL,M/L
188,126,XXL/XXXL,XL/XXL
177,95,L/XL,S/M
167,89,L/XL,S/M
172,84,L/XL,S/M
167,93,L/XL,S/M
190,119,XXL/XXXL,L/XL
175,104,XL/XXL,M/L
178,90,L/XL,S/M
184,68,L/XL,S/M
187,90,XL/XXL,M/L
178,118,XXL/XXXL,L/XL
176,92,L/XL,S/M
182,101,XL/XXL,M/L
169,79,L/XL,S/M
169,104,XL/XXL,M/L
177,99,XL/XXL,M/L
174,85,L/XL,S/M
173,72,M/L,XS/S
181,69,M/L,XS/S
183,103,XL/XXL,M/L
186,94,L/XL,S/M
188,137,XXL/XXXL,XL/XXL
180,85,L/XL,S/M
180,84,L/XL,S/M
172,66,M/L,XS/S
174,93,L/XL,S/M
176,94,L/XL,S/M
172,77,L/XL,S/M
170,93,L/XL,S/M
165,67,M/L,XS/S
174,83,L/XL,S/M
168,78,L/XL,S/M
162,90,L/XL,S/M
162,67,M/L,XS/S
162,79,L/XL,S/M
170,101,XL/XXL,M/L
171,57,S/M,XXS/XS
176,76,L/XL,S/M
184,91,L/XL,S/M
179,79,L/XL,S/M
169,73,M/L,XS/S
175,106,XL/XXL,M/L
164,67,M/L,XS/S
175,77,L/XL,S/M
175,73,M/L,XS/S
174,77,L/XL,S/M
183,120,XXL/XXXL,L/XL
171,71,M/L,XS/S
178,87,L/XL,S/M
164,103,XL/XXL,M/L
175,81,L/XL,S/M
176,80,L/XL,S/M
171,66,M/L,XS/S
174,100,XL/XXL,M/L
175,78,L/XL,S/M
160,83,L/XL,S/M
174,75,M/L,XS/S
170,88,L/XL,S/M
165,83,L/XL,S/M
168,101,XL/XXL,M/L
178,71,M/L,XS/S
175,77,L/XL,S/M
173,90,L/XL,S/M
189,79,XL/XXL,M/L
178,84,L/XL,S/M
171,93,L/XL,S/M
164,66,M/L,XS/S
183,104,XL/XXL,M/L
160,73,M/L,XS/S
170,80,L/XL,S/M
168,83,L/XL,S/M
184,80,L/XL,S/M
171,60,S/M,XXS/XS
180,80,L/XL,S/M
173,66,M/L,XS/S
170,81,L/XL,S/M
177,59,S/M,XXS/XS
174,92,L/XL,S/M
184,93,L/XL,S/M
178,73,M/L,XS/S
181,88,L/XL,S/M
175,85,L/XL,S/M
168,83,L/XL,S/M
176,67,M/L,XS/S
172,81,L/XL,S/M
174,93,L/XL,S/M
168,84,L/XL,S/M
172,72,M/L,XS/S
183,58,L/XL,S/M
173,94,L/XL,S/M
178,100,XL/XXL,M/L
174,81,L/XL,S/M
174,80,L/XL,S/M
172,73,M/L,XS/S
173,80,L/XL,S/M
175,84,L/XL,S/M
177,102,XL/XXL,M/L
183,86,L/XL,S/M
185,109,XL/XXL,M/L
166,88,L/XL,S/M
167,93,L/XL,S/M
180,92,L/XL,S/M
176,86,L/XL,S/M
179,86,L/XL,S/M
179,97,XL/XXL,M/L
175,70,M/L,XS/S
181,96,XL/XXL,M/L
160,71,M/L,XS/S
165,69,M/L,XS/S
160,71,M/L,XS/S
175,93,L/XL,S/M
170,85,L/XL,S/M
188,89,XL/XXL,M/L
178,74,M/L,XS/S
177,63,S/M,XXS/XS
187,91,XL/XXL,M/L
173,71,M/L,XS/S
180,89,L/XL,S/M
181,85,L/XL,S/M
179,82,L/XL,S/M
175,91,L/XL,S/M
177,96,XL/XXL,M/L
169,78,L/XL,S/M
166,73,M/L,XS/S
173,90,L/XL,S/M
165,69,M/L,XS/S
175,81,L/XL,S/M
174,84,L/XL,S/M
171,75,M/L,XS/S
175,94,L/XL,S/M
176,69,M/L,XS/S
172,87,L/XL,S/M
170,74,M/L,XS/S
177,89,L/XL,S/M
167,86,L/XL,S/M
176,82,L/XL,S/M
168,80,L/XL,S/M
170,74,M/L,XS/S
174,96,XL/XXL,M/L
171,87,L/XL,S/M
192,75,XXL/XXXL,L/XL
172,88,L/XL,S/M
171,73,M/L,XS/S
173,73,M/L,XS/S
174,114,XXL/XXXL,L/XL
163,78,L/XL,S/M
174,101,XL/XXL,M/L
174,109,XL/XXL,M/L
174,68,M/L,XS/S
173,99,XL/XXL,M/L
178,102,XL/XXL,M/L
179,95,L/XL,S/M
182,83,L/XL,S/M
164,97,XL/XXL,M/L
162,69,M/L,XS/S
179,101,XL/XXL,M/L
170,62,S/M,XXS/XS
181,105,XL/XXL,M/L
186,89,L/XL,S/M
169,91,L/XL,S/M
172,80,L/XL,S/M
175,77,L/XL,S/M
168,98,XL/XXL,M/L
185,102,XL/XXL,M/L
177,78,L/XL,S/M
172,80,L/XL,S/M
172,91,L/XL,S/M
165,78,L/XL,S/M
167,60,S/M,XXS/XS
175,79,L/XL,S/M
172,101,XL/XXL,M/L
178,89,L/XL,S/M
173,69,M/L,XS/S
178,68,M/L,XS/S
176,108,XL/XXL,M/L
172,65,S/M,XXS/XS
175,79,L/XL,S/M
170,84,L/XL,S/M
175,57,S/M,XXS/XS
163,96,XL/XXL,M/L
177,92,L/XL,S/M
170,109,XL/XXL,M/L
179,89,L/XL,S/M
179,87,L/XL,S/M
171,76,L/XL,S/M
171,81,L/XL,S/M
183,82,L/XL,S/M
161,69,M/L,XS/S
179,91,L/XL,S/M
189,88,XL/XXL,M/L
180,86,L/XL,S/M
174,108,XL/XXL,M/L
176,71,M/L,XS/S
182,106,XL/XXL,M/L
167,88,L/XL,S/M
172,86,L/XL,S/M
175,104,XL/XXL,M/L
164,68,M/L,XS/S
171,87,L/XL,S/M
178,77,L/XL,S/M
166,75,M/L,XS/S
173,92,L/XL,S/M
184,76,L/XL,S/M
173,83,L/XL,S/M
170,86,L/XL,S/M
186,110,XL/XXL,M/L
185,76,L/XL,S/M
180,96,XL/XXL,M/L
164,71,M/L,XS/S
176,101,XL/XXL,M/L
180,101,XL/XXL,M/L
167,87,L/XL,S/M
177,97,XL/XXL,M/L
181,103,XL/XXL,M/L
